movie_id,person_name,role,debut_year,years_active,last_five_films,last_five_ids
545609,Sam Hargrave,Director,2006,19,Ground of Honor: Rondo (2023) as Director; Ground of Honor: Rondo (2023) as Writer; Extraction 2 (2023) as Actor; Extraction 2 (2023) as Director; Extraction 2 (2023) as Producer,1214715; 1214715; 697843; 697843; 697843
545609,Anthony Russo,Producer,1997,28,Avengers: Secret Wars (2027) as Director; Avengers: Secret Wars (2027) as Producer; Avengers: Doomsday (2026) as Producer; Avengers: Doomsday (2026) as Director; The Legend of Ochi (2025) as Executive Producer,1003598; 1003598; 1003596; 1003596; 896536
545609,Joe Russo,Producer,1997,28,Avengers: Secret Wars (2027) as Director; Avengers: Secret Wars (2027) as Producer; Avengers: Doomsday (2026) as Director; Avengers: Doomsday (2026) as Producer; The Legend of Ochi (2025) as Executive Producer,1003598; 1003598; 1003596; 1003596; 896536
545609,Chris Hemsworth,Producer,2009,16,Avengers: Doomsday (2026) as Actor; Crime 101 (2026) as Actor; Crime 101 (2026) as Producer; Transformers One (2024) as Actor; Highway to Valhalla: In Pursuit of Furiosa (2024) as Actor,1003596; 1171145; 1171145; 698687; 1327632
545609,Mike Larocca,Producer,2014,11,Thomas Crown Affair (2027) as Producer; The Legend of Ochi (2025) as Executive Producer; The Electric State (2025) as Producer; All Fun and Games (2023) as Executive Producer; Extraction 2 (2023) as Producer,615121; 896536; 777443; 926599; 697843
545609,Eric Gitter,Producer,2001,24,Extraction 2 (2023) as Producer; Extraction (2020) as Producer; Atomic Blonde (2017) as Producer; Scott Pilgrim vs. the World (2010) as Producer; Leaves of Grass (2009) as Executive Producer,697843; 545609; 341013; 22538; 12834
545609,Peter Schwerin,Producer,1998,27,Extraction 2 (2023) as Producer; Extraction (2020) as Producer; Atomic Blonde (2017) as Producer; The Flock (2007) as Executive Producer; Scary Movie 2 (2001) as Executive Producer,697843; 545609; 341013; 14148; 4248
545609,Chris Hemsworth,Actor,2009,16,Avengers: Doomsday (2026) as Actor; Crime 101 (2026) as Actor; Crime 101 (2026) as Producer; Transformers One (2024) as Actor; Highway to Valhalla: In Pursuit of Furiosa (2024) as Actor,1003596; 1171145; 1171145; 698687; 1327632
545609,Rudhraksh Jaiswal,Actor,2020,5,The Tenant (2021) as Actor; Extraction (2020) as Actor,857936; 545609
545609,Randeep Hooda,Actor,2001,24,Arjun Ustara (2025) as Actor; Jaat (2025) as Actor; Swatantrya Veer Savarkar (2024) as Actor; Swatantrya Veer Savarkar (2024) as Writer; Swatantrya Veer Savarkar (2024) as Producer,1275574; 1306845; 957328; 957328; 957328
508442,Pete Docter,Director,1988,37,"Toy Story 5 (2026) as Executive Producer; Hoppers (2026) as Executive Producer; Elio (2025) as Executive Producer; Meet the Pickles: The Making of ""Win or Lose"" (2025) as Actor; The Untold Story of Mary Poppins: A Special Edition of 20/20 (2024) as Actor",1084244; 1327819; 1022787; 1447091; 1394473
508442,Dana Murray,Producer,2007,18,"22 vs. Earth (2021) as Executive Producer; Soul, Improvised (2021) as Actor; Soul (2020) as Producer; Lou (2017) as Producer; Cars 3 (2017) as Post Production Supervisor",811367; 752172; 508442; 433471; 260514
508442,Jamie Foxx,Actor,1992,33,Tin Soldier (2025) as Actor; Tin Soldier (2025) as Executive Producer; Back in Action (2025) as Actor; Back in Action (2025) as Executive Producer; A Motown Christmas (2024) as Actor,977294; 977294; 993710; 993710; 1400574
508442,Tina Fey,Actor,1999,26,SNL50: The Homecoming Concert (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Will & Harper (2024) as Actor; The Tonight Show Starring Jimmy Fallon: 10th Anniversary Special (2024) as Actor; Mean Girls (2024) as Actor,1433330; 1421461; 1214506; 1296327; 673593
508442,Graham Norton,Actor,1999,26,Joan Rivers at the BBC (2024) as Actor; The Idea of You (2024) as Actor; The Life and Death of Lily Savage (2024) as Actor; Graham Meets Olly (2024) as Actor; James Blunt: One Brit Wonder (2023) as Actor,1357772; 843527; 1266611; 1253208; 1206337
587792,Max Barbakow,Director,2010,15,The Neverending Wedding (2025) as Original Film Writer; Brothers (2024) as Director; Palm Springs (2020) as Story; Palm Springs (2020) as Director; The Improv Guru (2019) as Director,1318856; 616446; 587792; 587792; 687429
587792,Andy Samberg,Producer,2001,24,Spider-Man: Beyond the Spider-Verse (2027) as Actor; The Roses (2025) as Actor; SNL50: The Homecoming Concert (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Lee (2024) as Actor,911916; 1267905; 1433330; 1421461; 832964
587792,Jorma Taccone,Producer,2001,24,SNL50: The Homecoming Concert (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Sonic the Hedgehog 3 (2024) as Actor; Self Reliance (2024) as Executive Producer; Spider-Man: Across the Spider-Verse (2023) as Actor,1433330; 1421461; 939243; 1072876; 569094
587792,Becky Sloviter,Producer,2019,6,Roofman (2025) as Executive Producer; I Used to Go Here (2020) as Producer; Palm Springs (2020) as Producer; The Lonely Island Presents: The Unauthorized Bash Brothers Experience (2019) as Executive Producer; Witness Protection () as Producer,1242419; 664301; 587792; 604196; 854965
587792,Dylan Sellers,Producer,1987,38,Roofman (2025) as Producer; Greedy People (2024) as Producer; Moving On (2023) as Producer; Wildflower (2023) as Producer; Cuando sea joven (2022) as Executive Producer,1242419; 974250; 953365; 915523; 772071
587792,Akiva Schaffer,Producer,2001,24,The Naked Gun (2025) as Director; The Naked Gun (2025) as Executive Producer; The Naked Gun (2025) as Writer; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Self Reliance (2024) as Executive Producer,1035259; 1035259; 1035259; 1421461; 1072876
587792,Chris Parker,Producer,2016,9,Roofman (2025) as Executive Producer; Greedy People (2024) as Producer; Moving On (2023) as Producer; Wildflower (2023) as Producer; Spin Me Round (2022) as Producer,1242419; 974250; 953365; 915523; 826942
587792,Andy Samberg,Actor,2001,24,Spider-Man: Beyond the Spider-Verse (2027) as Actor; The Roses (2025) as Actor; SNL50: The Homecoming Concert (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Lee (2024) as Actor,911916; 1267905; 1433330; 1421461; 832964
587792,Cristin Milioti,Actor,2007,18,Death to 2021 (2021) as Actor; Death to 2020 (2020) as Actor; Palm Springs (2020) as Actor; Breakable You (2017) as Actor; It Had to Be You (2016) as Actor,911068; 773655; 587792; 365372; 383208
587792,J.K. Simmons,Actor,1986,39,The Accountant² (2025) as Actor; The Fish Thief: A Great Lakes Mystery (2025) as Actor; Red One (2024) as Actor; Juror #2 (2024) as Actor; Saturday Night (2024) as Actor,870028; 1422012; 845781; 1106739; 1120911
577922,Christopher Nolan,Director,1990,35,The Odyssey (2026) as Director; The Odyssey (2026) as Writer; The Odyssey (2026) as Producer; Sinners (2025) as Thanks; Hans Zimmer & Friends: Diamond in the Desert (2025) as Actor,1368337; 1368337; 1368337; 1233413; 1425725
577922,Christopher Nolan,Producer,1990,35,The Odyssey (2026) as Director; The Odyssey (2026) as Writer; The Odyssey (2026) as Producer; Sinners (2025) as Thanks; Hans Zimmer & Friends: Diamond in the Desert (2025) as Actor,1368337; 1368337; 1368337; 1233413; 1425725
577922,Emma Thomas,Producer,1996,29,The Odyssey (2026) as Producer; Sinners (2025) as Thanks; Oppenheimer (2023) as Producer; To End All War: Oppenheimer & the Atomic Bomb (2023) as Thanks; Catwoman: The Feline Femme Fatale (2021) as Actor,1368337; 1233413; 872585; 1149947; 829707
577922,Luke Mendes,Producer,1987,38,Wicked (2024) as Producer; The Death of Don Duncan (2024) as Producer; Tenet (2020) as Producer; Inception (2010) as Producer; GoodFellas (1990) as Producer,402431; 1385021; 577922; 27205; 769
577922,John David Washington,Actor,1992,33,The Piano Lesson: Legacy and a Vision (2024) as Actor; The Piano Lesson (2024) as Actor; True Love: Making The Creator (2023) as Actor; The Creator (2023) as Actor; Amsterdam (2022) as Actor,1392720; 804406; 1201623; 670292; 664469
577922,Robert Pattinson,Actor,2004,21,"Untitled The Batman Sequel (2027) as Actor; Dune: Part Three (2026) as Actor; The Odyssey (2026) as Actor; Die, My Love (2025) as Actor; Magic Farm (2025) as Executive Producer",806704; 1170608; 1368337; 1033148; 1309962
577922,Elizabeth Debicki,Actor,2011,14,MaXXXine (2024) as Actor; Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3 (2023) as Actor; Guardians of the Galaxy Vol. 3 (2023) as Actor; Peter Rabbit 2: The Runaway (2021) as Actor; Looking at the World in a New Way: The Making of ‘Tenet’ (2020) as Actor,1023922; 1165487; 447365; 522478; 1417088
524047,Ric Roman Waugh,Director,1987,38,Kandahar (2023) as Director; National Champions (2021) as Director; National Champions (2021) as Executive Producer; Greenland (2020) as Director; Angel Has Fallen (2019) as Director,717930; 823425; 823425; 524047; 423204
524047,Basil Iwanyk,Producer,1993,32,Relay (2025) as Producer; From the World of John Wick: Ballerina (2025) as Producer; Wick Is Pain (2025) as Actor; Fight or Flight (2025) as Producer; The Accidental Getaway Driver (2025) as Producer,1088166; 541671; 1472668; 1212855; 1058615
524047,Gerard Butler,Producer,1997,28,How to Train Your Dragon 2 (2027) as Actor; Naya: Legend of the Golden Dolphin (2025) as Actor; How to Train Your Dragon (2025) as Actor; Den of Thieves 2: Pantera (2025) as Actor; Den of Thieves 2: Pantera (2025) as Producer,1458319; 826287; 1087192; 604685; 604685
524047,Alan Siegel,Producer,1998,27,Den of Thieves 2: Pantera (2025) as Producer; The Night Before Christmas in Wonderland (2024) as Executive Producer; The Bricklayer (2023) as Producer; Kandahar (2023) as Producer; Plane (2023) as Producer,604685; 1318451; 927107; 717930; 646389
524047,Sebastien Raybaud,Producer,2020,5,Cleaner (2025) as Producer; Memoir of a Snail (2024) as Executive Producer; Canary Black (2024) as Producer; Jackdaw (2024) as Producer; Mothers' Instinct (2024) as Executive Producer,1125899; 1064486; 976734; 1081680; 758679
524047,Gerard Butler,Actor,1997,28,How to Train Your Dragon 2 (2027) as Actor; Naya: Legend of the Golden Dolphin (2025) as Actor; How to Train Your Dragon (2025) as Actor; Den of Thieves 2: Pantera (2025) as Actor; Den of Thieves 2: Pantera (2025) as Producer,1458319; 826287; 1087192; 604685; 604685
524047,Morena Baccarin,Actor,2001,24,Masters of the Universe (2026) as Actor; Elevation (2024) as Actor; Elevation (2024) as Executive Producer; Millers in Marriage (2024) as Actor; Deadpool & Wolverine (2024) as Actor,454639; 1035048; 1035048; 1319968; 533535
524047,David Denman,Actor,1999,26,Rebel Ridge (2024) as Actor; The Equalizer 3 (2023) as Actor; Joy Ride (2023) as Actor; Emancipation (2022) as Actor; Greenland (2020) as Actor,646097; 926393; 864168; 715931; 524047
522627,Guy Ritchie,Director,1995,30,Fountain of Youth (2025) as Producer; Fountain of Youth (2025) as Director; The Ministry of Ungentlemanly Warfare (2024) as Producer; The Ministry of Ungentlemanly Warfare (2024) as Screenplay; The Ministry of Ungentlemanly Warfare (2024) as Director,1098006; 1098006; 799583; 799583; 799583
522627,Matthew McConaughey,Producer,1993,32,The Rivals of Amziah King (2025) as Actor; Sing: Thriller (2024) as Actor; Deadpool & Wolverine (2024) as Actor; The Tonight Show Starring Jimmy Fallon: 10th Anniversary Special (2024) as Actor; Superhuman Body: World of Medical Marvels (2024) as Actor,1124142; 1371727; 533535; 1296327; 1292180
522627,Guy Ritchie,Producer,1995,30,Fountain of Youth (2025) as Producer; Fountain of Youth (2025) as Director; The Ministry of Ungentlemanly Warfare (2024) as Producer; The Ministry of Ungentlemanly Warfare (2024) as Screenplay; The Ministry of Ungentlemanly Warfare (2024) as Director,1098006; 1098006; 799583; 799583; 799583
522627,Ivan Atkinson,Producer,2019,6,Fountain of Youth (2025) as Producer; The Ministry of Ungentlemanly Warfare (2024) as Producer; Guy Ritchie's The Covenant (2023) as Screenplay; Guy Ritchie's The Covenant (2023) as Producer; Operation Fortune: Ruse de Guerre (2023) as Writer,1098006; 799583; 882569; 882569; 739405
522627,Bill Block,Producer,1998,27,The Home (2025) as Producer; A Working Man (2025) as Producer; Inheritance (2025) as Producer; Here (2024) as Producer; Strange Darling (2024) as Producer,926606; 1197306; 1297860; 940139; 1029281
522627,Matthew McConaughey,Actor,1993,32,The Rivals of Amziah King (2025) as Actor; Sing: Thriller (2024) as Actor; Deadpool & Wolverine (2024) as Actor; The Tonight Show Starring Jimmy Fallon: 10th Anniversary Special (2024) as Actor; Superhuman Body: World of Medical Marvels (2024) as Actor,1124142; 1371727; 533535; 1296327; 1292180
522627,Charlie Hunnam,Actor,2000,25,Rebel Moon - Part One: A Child of Fire (2023) as Actor; Last Looks (2022) as Actor; Last Looks (2022) as Executive Producer; Jungleland (2020) as Actor; The Gentlemen (2020) as Actor,848326; 557946; 557946; 556501; 522627
522627,Michelle Dockery,Actor,2007,18,Downton Abbey: The Grand Finale (2025) as Actor; Please Don't Feed the Children (2025) as Actor; Flight Risk (2025) as Actor; Here (2024) as Actor; Boy Kills World (2024) as Actor,1289936; 1103437; 1126166; 940139; 882059
38700,Adil El Arbi,Director,2008,17,Gangstas (2025) as Director; Gangstas (2025) as Script; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; Bad Boys: Ride or Die (2024) as Director,1316070; 1316070; 1385136; 573435; 573435
38700,Bilall Fallah,Director,2008,17,Gangstas (2025) as Director; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; Bad Boys: Ride or Die (2024) as Director; Rebel (2022) as Director,1316070; 1385136; 573435; 573435; 853332
38700,Jerry Bruckheimer,Producer,1972,53,F1 (2025) as Producer; Hans Zimmer & Friends: Diamond in the Desert (2025) as Actor; Hans Zimmer & Friends: Diamond in the Desert (2025) as Executive Producer; F1 75 Live at The O2 (2025) as Actor; Diane Warren: Relentless (2025) as Actor,911430; 1425725; 1425725; 1436457; 826338
38700,Doug Belgrad,Producer,2019,6,Bad Boys: Ride or Die (2024) as Producer; Gran Turismo (2023) as Producer; Love Again (2023) as Executive Producer; The Pope's Exorcist (2023) as Producer; Bad Boys for Life (2020) as Producer,573435; 980489; 758336; 758323; 38700
38700,Will Smith,Producer,1990,35,El cuarto round (2024) as Actor; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; Bad Boys: Ride or Die (2024) as Producer; The Fresh Prince of Nowhere (2024) as Actor,1364758; 1385136; 573435; 573435; 1328458
38700,Will Smith,Actor,1990,35,El cuarto round (2024) as Actor; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; Bad Boys: Ride or Die (2024) as Producer; The Fresh Prince of Nowhere (2024) as Actor,1364758; 1385136; 573435; 573435; 1328458
38700,Martin Lawrence,Actor,1989,36,Sneaks (2025) as Actor; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; Bad Boys: Ride or Die (2024) as Executive Producer; Mindcage (2022) as Actor,1084153; 1385136; 573435; 573435; 1043565
38700,Vanessa Hudgens,Actor,2003,22,WWE WrestleMania 41: Sunday (2025) as Actor; WWE WrestleMania 41: Saturday (2025) as Actor; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; French Girl (2024) as Actor,1285199; 1285198; 1385136; 573435; 1024452
671903,Courtney Paige,Director,2020,5,Chapel (2025) as Actor; Chapel (2025) as Writer; Chapel (2025) as Director; Incision (2020) as Actor; The Sinners (2020) as Actor,1012148; 1012148; 1012148; 763368; 671903
671903,Rylan Oleksyn,Producer,2020,5,The Sinners (2020) as Producer,671903
671903,Courtney Paige,Producer,2020,5,Chapel (2025) as Actor; Chapel (2025) as Writer; Chapel (2025) as Director; Incision (2020) as Actor; The Sinners (2020) as Actor,1012148; 1012148; 1012148; 763368; 671903
671903,Steve Richmond,Producer,1974,51,The Sinners (2020) as Producer; The Miracle Season (2018) as Actor; Russell Madness (2015) as Actor; A Wife's Nightmare (2014) as Actor; Embrace of the Vampire (2013) as Actor,671903; 425373; 319924; 314127; 224908
671903,Alan MacFarlane,Producer,2014,11,The Sinners (2020) as Actor; The Sinners (2020) as Producer; Dragged Across Concrete (2019) as Stunts; Freaks (2018) as Armorer; Big Eyes (2014) as Actor,671903; 671903; 438674; 539892; 87093
671903,Siena Oberman,Producer,2017,8,Wish You Were Here (2025) as Producer; The Good Mother (2023) as Producer; On Our Way (2023) as Producer; Alone at Night (2023) as Producer; Fairyland (2023) as Producer,842328; 996347; 894779; 815136; 997955
671903,Stirling Bancroft,Producer,2010,15,Boot Camp (2025) as Director of Photography; Chapel (2025) as Cinematography; Exile (2023) as Cinematography; Love in Glacier National: A National Park Romance (2023) as Director of Photography; 13 Miles (2022) as Cinematography,1319504; 1012148; 1192077; 1056740; 697104
671903,Suzann Toni Petrongolo,Producer,2019,6,The Birthday Cake (2021) as Production Coordinator; Dared My Best Friend To Ruin My Life (2020) as Unit Production Manager; The Sinners (2020) as Producer; Stakeout (2019) as Actor,624481; 760725; 671903; 715297
671903,Elysia Rotaru,Producer,2009,16,Justice League: Crisis on Infinite Earths Part Three (2024) as Actor; Deadly Midwife (2023) as Actor; A Snowy Christmas (2021) as Actor; Honey Girls (2021) as Actor; Kate (2021) as Actor,1209290; 1170983; 818857; 873633; 597891
671903,Hanna Griffiths,Producer,2003,22,American Cherry (2023) as Actor; American Cherry (2023) as Producer; Fairyland (2023) as Co-Producer; The Sinners (2020) as Producer; The Martian (2015) as Archival Footage Research,1089370; 1089370; 997955; 671903; 286217
671903,Kaitlyn Bernard,Actor,2013,12,A Novel Noel (2024) as Actor; The Loneliest Boy in the World (2020) as Actor; Spontaneous (2020) as Actor; The Sinners (2020) as Actor; A Father's Nightmare (2018) as Actor,1361244; 553643; 604578; 671903; 507781
671903,Brenna Llewellyn,Actor,2018,7,"Final Destination Bloodlines (2025) as Actor; Lowlifes (2024) as Actor; Lost in the Walls (2024) as Actor; Seed (2023) as Actor; It's Not You, It's Not Me. (2020) as Production Assistant",574475; 1272890; 1231843; 1167274; 1016907
671903,Brenna Coates,Actor,2016,9,The Gifts of Christmas (2024) as Actor; A Cowboy Christmas (2023) as Actor; Zombie Town (2023) as Actor; Burden (2022) as Actor; Neon Lights (2022) as Actor,1317668; 1215717; 1019444; 995900; 969451
613504,Roger Kumble,Director,1995,30,Beautiful Wedding (2024) as Director; Beautiful Wedding (2024) as Screenplay; Beautiful Disaster (2023) as Director; Beautiful Disaster (2023) as Writer; Beautiful Disaster (2023) as Producer,1096342; 1096342; 1016121; 1016121; 1016121
613504,Michael Wexler,Producer,1996,29,After We Collided (2020) as Producer; The Hunter's Prayer (2017) as Producer; Standoff (2016) as Producer; Cooties (2014) as Co-Executive Producer; Doctor Spine (2011) as Actor,613504; 302150; 344041; 241843; 84181
613504,Aron Levitz,Producer,2019,6,Sigue mi voz (2025) as Executive Producer; Boot Camp (2025) as Executive Producer; Sidelined: The QB and Me (2025) as Producer; Bad Influence (2025) as Producer; Through My Window 3: Looking at You (2024) as Executive Producer,1144443; 1319504; 957119; 1323784; 1139566
613504,Jennifer Gibgot,Producer,1998,27,Marked Men: Rule + Shaw (2025) as Actor; Marked Men: Rule + Shaw (2025) as Producer; After Everything (2023) as Producer; After Ever Happy (2022) as Producer; After We Fell (2021) as Producer,1078600; 1078600; 820525; 744276; 744275
613504,Mark Canton,Producer,1980,45,Red Sonja (2025) as Producer; Den of Thieves 2: Pantera (2025) as Producer; The Strangers: Chapter 1 (2024) as Producer; Arthur the King (2024) as Producer; After Everything (2023) as Producer,13494; 604685; 1010600; 618588; 820525
613504,Courtney Solomon,Producer,2000,25,The Strangers: Chapter 2 (2025) as Producer; Red Sonja (2025) as Producer; The Strangers: Chapter 1 (2024) as Producer; The Strangers: Chapter 1 (2024) as Second Unit Director; Arthur the King (2024) as Producer,1010756; 13494; 1010600; 1010600; 618588
613504,Brian Pitt,Producer,2002,23,A Tree Fell in the Woods (2025) as Executive Producer; Marked Men: Rule + Shaw (2025) as Producer; Aftermath (2024) as Producer; Beautiful Wedding (2024) as Producer; After Everything (2023) as Producer,1257868; 1078600; 1081012; 1096342; 820525
613504,Anna Todd,Producer,2019,6,Regretting You (2025) as Producer; After Everything (2023) as Novel; After Ever Happy (2022) as Novel; After We Fell (2021) as Novel; After We Collided (2020) as Actor,1327862; 820525; 744276; 744275; 613504
613504,Nicolas Chartier,Producer,2001,24,Aftermath (2024) as Producer; Prey (2024) as Executive Producer; The Hunted (2024) as Executive Producer; After Everything (2023) as Producer; See You on Venus (2023) as Executive Producer,1081012; 1129598; 1026819; 820525; 1122932
613504,Josephine Langford,Actor,2017,8,Beyond After (2024) as Actor; The Other Zoey (2023) as Actor; After Everything (2023) as Actor; Gigi & Nate (2022) as Actor; After Ever Happy (2022) as Actor,1375750; 912916; 820525; 829503; 744276
613504,Hero Fiennes Tiffin,Actor,2008,17,Picture This (2025) as Actor; Beyond After (2024) as Actor; The Ministry of Ungentlemanly Warfare (2024) as Actor; After Everything (2023) as Actor; After Everything (2023) as Producer,1204892; 1375750; 799583; 820525; 820525
613504,Dylan Sprouse,Actor,1999,26,Aftermath (2024) as Actor; The Duel (2024) as Actor; The Duel (2024) as Executive Producer; Beautiful Wedding (2024) as Actor; Beautiful Disaster (2023) as Actor,1081012; 1094605; 1094605; 1096342; 1016121
547016,Gina Prince-Bythewood,Director,1991,34,Children of Blood and Bone (2027) as Director; Children of Blood and Bone (2027) as Screenplay; The Old Guard 2 (2025) as Producer; The Supremes at Earl's All-You-Can-Eat (2024) as Screenplay; The Woman King (2022) as Director,621304; 621304; 846422; 1002626; 724495
547016,David Ellison,Producer,2005,20,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
547016,Dana Goldberg,Producer,2004,21,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
547016,Don Granger,Producer,2003,22,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; The Gorge (2025) as Producer; The Family Plan (2023) as Producer,846422; 1098006; 575265; 950396; 1029575
547016,Charlize Theron,Producer,1995,30,The Odyssey (2026) as Actor; The Old Guard 2 (2025) as Actor; The Old Guard 2 (2025) as Producer; High & Low – John Galliano (2024) as Actor; Fast X (2023) as Actor,1368337; 846422; 846422; 1129123; 385687
547016,Beth Kono,Producer,2005,20,The Old Guard 2 (2025) as Producer; Murder Mystery 2 (2023) as Executive Producer; The Old Guard (2020) as Producer; Bombshell (2019) as Producer; Murder Mystery (2019) as Executive Producer,846422; 638974; 547016; 525661; 514999
547016,A.J. Dix,Producer,2002,23,The Old Guard 2 (2025) as Producer; Murder Mystery 2 (2023) as Producer; The Old Guard (2020) as Producer; Bombshell (2019) as Producer; Murder Mystery (2019) as Producer,846422; 638974; 547016; 525661; 514999
547016,Marc Evans,Producer,2018,7,The Old Guard 2 (2025) as Producer; The Gorge (2025) as Executive Producer; The Mother (2023) as Producer; The Old Guard (2020) as Producer; Like a Boss (2020) as Producer,846422; 950396; 552688; 547016; 526019
547016,Charlize Theron,Actor,1995,30,The Odyssey (2026) as Actor; The Old Guard 2 (2025) as Actor; The Old Guard 2 (2025) as Producer; High & Low – John Galliano (2024) as Actor; Fast X (2023) as Actor,1368337; 846422; 846422; 1129123; 385687
547016,KiKi Layne,Actor,2015,10,The Old Guard 2 (2025) as Actor; Dandelion (2024) as Actor; Dandelion (2024) as Executive Producer; Don't Worry Darling (2022) as Actor; Chip 'n Dale: Rescue Rangers (2022) as Actor,846422; 1038476; 1038476; 619730; 420821
547016,Veronica Ngo,Actor,2005,20,The Old Guard 2 (2025) as Actor; The Creator (2023) as Actor; Furies (2022) as Actor; Furies (2022) as Director; Furies (2022) as Screenplay,846422; 670292; 988667; 988667; 988667
590223,Michael Matthews,Director,2010,15,Love and Monsters (2020) as Director; The Story of '72 (2018) as Co-Producer; Five Fingers for Marseilles (2018) as Director; Five Fingers for Marseilles (2018) as Producer; Five Fingers for Marseilles (2018) as Story,590223; 577627; 466415; 466415; 466415
590223,Shawn Levy,Producer,1986,39,"Star Wars: Starfighter (2027) as Director; Star Wars: Starfighter (2027) as Producer; Alexander and the Terrible, Horrible, No Good, Very Bad Road Trip (2025) as Producer; Marvel Studios Assembled: The Making of Deadpool & Wolverine (2024) as Actor; Never Let Go (2024) as Producer",1417668; 1417668; 774100; 1386628; 814889
590223,Dan Cohen,Producer,2014,11,"Alexander and the Terrible, Horrible, No Good, Very Bad Road Trip (2025) as Producer; Never Let Go (2024) as Producer; The Boogeyman (2023) as Producer; Crater (2023) as Producer; Rosaline (2022) as Producer",774100; 814889; 532408; 620705; 826769
590223,Dylan O'Brien,Actor,2011,14,Send Help (2026) as Actor; Anniversary (2025) as Actor; Twinless (2025) as Actor; Twinless (2025) as Executive Producer; Ponyboi (2025) as Actor,1198994; 1126336; 1245347; 1245347; 1052155
590223,Jessica Henwick,Actor,2009,16,Cuckoo (2024) as Actor; The Royal Hotel (2023) as Actor; Glass Onion: A Knives Out Mystery (2022) as Actor; The Gray Man (2022) as Actor; Bus Girl (2022) as Actor,869291; 944952; 661374; 725201; 919456
590223,Michael Rooker,Actor,1986,39,Horizon: An American Saga - Chapter 2 (2024) as Actor; Horizon: An American Saga - Chapter 1 (2024) as Actor; The Out-Laws (2023) as Actor; Fast X (2023) as Actor; Guardians of the Galaxy Vol. 3 (2023) as Actor,1120368; 932086; 921636; 385687; 447365
567608,James Krisel,Director,2017,8,"Last Moment of Clarity (2020) as Director; Last Moment of Clarity (2020) as Writer; Literally, Right Before Aaron (2017) as Actor; Falling () as Writer; Falling () as Director",567608; 567608; 450477; 1308980; 1308980
567608,Colin Krisel,Director,2020,5,Last Moment of Clarity (2020) as Director; Last Moment of Clarity (2020) as Writer; Falling () as Director; Falling () as Writer,567608; 567608; 1308980; 1308980
567608,Stephen Israel,Producer,1994,31,Bad Painter (2025) as Consulting Producer; Haze (2024) as Producer; Swan Song (2021) as Producer; Last Moment of Clarity (2020) as Producer; Affairs of State (2018) as Producer,925496; 876598; 794602; 567608; 528998
567608,Andrew Levitas,Producer,1997,28,Fool's Paradise (2023) as Producer; The Gateway (2021) as Writer; Katherine Jenkins Christmas Spectacular (2020) as Producer; Last Moment of Clarity (2020) as Producer; Minamata (2020) as Director,553147; 713711; 765556; 567608; 560008
567608,Zach Avery,Actor,2011,14,The Gateway (2021) as Actor; The Devil Below (2021) as Actor; Last Moment of Clarity (2020) as Actor; You're Not Alone (2020) as Actor; Minamata (2020) as Producer,713711; 760875; 567608; 522655; 560008
567608,Samara Weaving,Actor,2009,16,Borderline (2025) as Actor; Azrael (2024) as Actor; 200% Wolf (2024) as Actor; La Snob (2024) as Actor; La Snob (2024) as Producer,1013482; 1029235; 974663; 1142493; 1142493
567608,Carly Chaikin,Actor,2010,15,"Daniel's Gotta Die (2022) as Actor; Last Moment of Clarity (2020) as Actor; New Year, New You (2018) as Actor; Social Animals (2018) as Actor; People You May Know (2017) as Actor",823399; 567608; 567220; 506407; 447358
516486,Aaron Schneider,Director,1990,35,Greyhound (2020) as Director; Final Destination 5 (2011) as Second Unit Director; Get Low (2010) as Director; Get Low (2010) as Editor; Two Soldiers (2003) as Writer,516486; 55779; 44718; 44718; 204781
